step_id,timestamp_ns,fidelity,entropy,logical_error_rate,injection_magnitude,injection_approved,correction_applied,noise_level,backend
30,32900,0.88403037,0.35881709,0.00386799,0.00000000,0,0,0.005000,HostileBackend(fatigue=0.08)
31,33600,0.88077467,0.36537867,0.00385008,0.00000000,0,0,0.005000,HostileBackend(fatigue=0.08)
32,35200,0.87754709,0.37178392,0.00383215,0.00000000,0,0,0.005000,HostileBackend(fatigue=0.08)
33,32900,0.87434692,0.37803906,0.00381422,0.00000000,0,0,0.005000,HostileBackend(fatigue=0.08)
34,49200,0.87117423,0.38414843,0.00379630,0.00000000,0,0,0.005000,HostileBackend(fatigue=0.08)
35,35000,0.86802781,0.39011863,0.00377842,0.00000000,0,0,0.005000,HostileBackend(fatigue=0.08)
36,33000,0.86490823,0.39595259,0.00376056,0.00000000,0,0,0.005000,HostileBackend(fatigue=0.08)
37,33800,0.86181479,0.40165538,0.00374272,0.00000000,0,0,0.005000,HostileBackend(fatigue=0.08)
38,36800,0.85874762,0.40723043,0.00372490,0.00000000,0,0,0.005000,HostileBackend(fatigue=0.08)
39,32700,0.85570675,0.41268107,0.00370711,0.00000000,0,0,0.005000,HostileBackend(fatigue=0.08)
40,32700,0.85269162,0.41801164,0.00368931,0.00000000,0,0,0.005000,HostileBackend(fatigue=0.08)
41,49800,0.84970223,0.42322525,0.00367151,0.06641634,1,0,0.005000,HostileBackend(fatigue=0.08)
42,45500,0.84329753,0.43416115,0.00386806,0.06888316,1,0,0.005800,HostileBackend(fatigue=0.08)
43,53900,0.83762958,0.44357975,0.00402228,0.07029832,1,0,0.006600,HostileBackend(fatigue=0.08)
44,34900,0.83264265,0.45167110,0.00413677,0.07079581,1,0,0.007400,HostileBackend(fatigue=0.08)
45,33400,0.82826603,0.45862501,0.00421531,0.07051403,1,0,0.008200,HostileBackend(fatigue=0.08)
46,39200,0.82441796,0.46462778,0.00426250,0.06959134,1,0,0.009000,HostileBackend(fatigue=0.08)
47,33900,0.82101666,0.46984836,0.00428313,0.06815500,1,0,0.009800,HostileBackend(fatigue=0.08)
48,32800,0.81798749,0.47443147,0.00428164,0.06631526,1,0,0.010600,HostileBackend(fatigue=0.08)
49,38200,0.81526242,0.47850178,0.00426218,0.06416761,1,0,0.011400,HostileBackend(fatigue=0.08)
50,33000,0.81278643,0.48215729,0.00422808,0.06178789,1,0,0.012200,HostileBackend(fatigue=0.08)
51,33100,0.81051284,0.48547848,0.00418229,0.05923861,1,0,0.013000,HostileBackend(fatigue=0.08)
52,38100,0.80839996,0.48853474,0.00412738,0.05657334,1,0,0.013800,HostileBackend(fatigue=0.08)
53,33200,0.80641501,0.49137968,0.00406545,0.05383347,1,0,0.014600,HostileBackend(fatigue=0.08)
54,32200,0.80453523,0.49405062,0.00399784,0.05104819,1,0,0.015400,HostileBackend(fatigue=0.08)
55,35700,0.80274423,0.49657450,0.00392565,0.04823879,1,0,0.016200,HostileBackend(fatigue=0.08)
56,33400,0.80101967,0.49898561,0.00385026,0.04543098,1,0,0.017000,HostileBackend(fatigue=0.08)
57,33000,0.79935871,0.50129016,0.00377186,0.04263039,1,0,0.017800,HostileBackend(fatigue=0.08)
58,33000,0.79774276,0.50351574,0.00369166,0.03985727,1,0,0.018600,HostileBackend(fatigue=0.08)
59,32400,0.79617628,0.50565775,0.00360933,0.03710894,1,0,0.019400,HostileBackend(fatigue=0.08)
60,35300,0.79464434,0.50773790,0.00352586,0.03440113,1,0,0.020200,HostileBackend(fatigue=0.08)
61,34000,0.79316862,0.50972812,0.00322547,0.03171459,1,0,0.021000,HostileBackend(fatigue=0.08)
62,32300,0.79170556,0.51168814,0.00296771,0.02909169,1,0,0.021800,HostileBackend(fatigue=0.08)
63,31700,0.79028088,0.51358428,0.00274822,0.02650829,1,0,0.022600,HostileBackend(fatigue=0.08)
64,35800,0.78887800,0.51543944,0.00256435,0.02398062,1,0,0.023400,HostileBackend(fatigue=0.08)
65,32300,0.78749650,0.51725479,0.00241151,0.02150914,1,0,0.024200,HostileBackend(fatigue=0.08)
66,32200,0.78614509,0.51901956,0.00228432,0.01908601,1,0,0.025000,HostileBackend(fatigue=0.08)
67,36100,0.78482506,0.52073285,0.00217822,0.01671067,1,0,0.025800,HostileBackend(fatigue=0.08)
68,32500,0.78352910,0.52240487,0.00208957,0.01439031,1,0,0.026600,HostileBackend(fatigue=0.08)
69,33700,0.78225432,0.52403990,0.00201518,0.01212774,1,0,0.027400,HostileBackend(fatigue=0.08)
70,32400,0.78097056,0.52567681,0.00195420,0.00994976,1,0,0.028200,HostileBackend(fatigue=0.08)
71,31900,0.77971684,0.52726611,0.00190137,0.00782016,1,0,0.029000,HostileBackend(fatigue=0.08)
72,33100,0.77849404,0.52880741,0.00185459,0.00590097,1,0,0.029800,HostileBackend(fatigue=0.08)
73,35300,0.77727820,0.53033133,0.00181402,0.00418027,1,0,0.030600,HostileBackend(fatigue=0.08)
74,32200,0.77607228,0.53183439,0.00177845,0.00262382,1,0,0.031400,HostileBackend(fatigue=0.08)
75,32400,0.77488489,0.53330616,0.00174584,0.00119603,1,0,0.032200,HostileBackend(fatigue=0.08)
76,38800,0.77371861,0.53474392,0.00171587,0.00013150,1,0,0.033000,HostileBackend(fatigue=0.08)
77,33000,0.77259199,0.53612539,0.00168606,0.00138865,1,0,0.033800,HostileBackend(fatigue=0.08)
78,35600,0.77144443,0.53752512,0.00166084,0.00254382,1,0,0.034600,HostileBackend(fatigue=0.08)
79,41800,0.77032721,0.53888067,0.00163575,0.00365503,1,0,0.035400,HostileBackend(fatigue=0.08)
80,32400,0.76920648,0.54023338,0.00161455,0.00470337,1,0,0.036200,HostileBackend(fatigue=0.08)
81,33300,0.76809828,0.54156401,0.00159326,0.00571222,1,0,0.037000,HostileBackend(fatigue=0.08)
82,36500,0.76699828,0.54287799,0.00157389,0.00668456,1,0,0.037800,HostileBackend(fatigue=0.08)
83,34100,0.76593479,0.54414191,0.00155340,0.00764982,1,0,0.038600,HostileBackend(fatigue=0.08)
84,33100,0.76486920,0.54540201,0.00153443,0.00857857,1,0,0.039400,HostileBackend(fatigue=0.08)
85,62800,0.76383330,0.54662093,0.00151536,0.00950165,1,0,0.040200,HostileBackend(fatigue=0.08)
86,35500,0.76282981,0.54779605,0.00149610,0.01042266,1,0,0.041000,HostileBackend(fatigue=0.08)
87,53300,0.76180173,0.54899419,0.00148010,0.01129580,1,0,0.041800,HostileBackend(fatigue=0.08)
88,32900,0.76077392,0.55018619,0.00146546,0.01214507,1,0,0.042600,HostileBackend(fatigue=0.08)
89,31600,0.75977359,0.55134076,0.00144826,0.01299466,1,0,0.043400,HostileBackend(fatigue=0.08)
90,53400,0.75880210,0.55245679,0.00143104,0.01384596,1,0,0.044200,HostileBackend(fatigue=0.08)
91,32700,0.75778878,0.55361538,0.00141877,0.01464277,1,0,0.045000,HostileBackend(fatigue=0.08)
92,32100,0.75684947,0.55468435,0.00140179,0.01548161,1,0,0.045800,HostileBackend(fatigue=0.08)
93,56700,0.75589986,0.55576016,0.00138614,0.01629224,1,0,0.046600,HostileBackend(fatigue=0.08)
94,33400,0.75495179,0.55682937,0.00137161,0.01708572,1,0,0.047400,HostileBackend(fatigue=0.08)
95,32600,0.75400663,0.55789044,0.00135827,0.01786413,1,0,0.048200,HostileBackend(fatigue=0.08)
96,47100,0.75308241,0.55892336,0.00134613,0.01864291,1,0,0.049000,HostileBackend(fatigue=0.08)
97,33100,0.75213859,0.55997344,0.00133390,0.01939049,1,0,0.049800,HostileBackend(fatigue=0.08)
98,32500,0.75124636,0.56096173,0.00132009,0.02016499,1,0,0.050600,HostileBackend(fatigue=0.08)
99,49300,0.75033359,0.56196836,0.00130745,0.02090802,1,0,0.051400,HostileBackend(fatigue=0.08)
100,32100,0.74940938,0.56298307,0.00129644,0.02162739,1,0,0.052200,HostileBackend(fatigue=0.08)
101,33100,0.74845572,0.56402536,0.00128803,0.02231109,1,0,0.053000,HostileBackend(fatigue=0.08)
102,32100,0.74754174,0.56501974,0.00127931,0.02301596,1,0,0.053800,HostileBackend(fatigue=0.08)
103,32100,0.74672730,0.56590209,0.00126341,0.02378639,1,0,0.054600,HostileBackend(fatigue=0.08)
104,33500,0.74591925,0.56677406,0.00124906,0.02454547,1,0,0.055400,HostileBackend(fatigue=0.08)
105,32300,0.74514128,0.56761031,0.00123480,0.02531200,1,0,0.056200,HostileBackend(fatigue=0.08)
106,33800,0.74419236,0.56862600,0.00123088,0.02593133,1,0,0.057000,HostileBackend(fatigue=0.08)
107,31700,0.74337473,0.56949737,0.00121768,0.02664547,1,0,0.057800,HostileBackend(fatigue=0.08)
108,32100,0.74246407,0.57046376,0.00121295,0.02727548,1,0,0.058600,HostileBackend(fatigue=0.08)
109,34900,0.74164135,0.57133310,0.00120396,0.02796507,1,0,0.059400,HostileBackend(fatigue=0.08)
110,33000,0.74079330,0.57222550,0.00119384,0.02862381,1,0,0.060200,HostileBackend(fatigue=0.08)
111,33500,0.73994643,0.57311290,0.00118877,0.02927385,1,0,0.061000,HostileBackend(fatigue=0.08)
112,33500,0.73915159,0.57394243,0.00117926,0.02995289,1,0,0.061800,HostileBackend(fatigue=0.08)
113,32600,0.73832693,0.57479959,0.00117196,0.03059934,1,0,0.062600,HostileBackend(fatigue=0.08)
114,32800,0.73754221,0.57561197,0.00116199,0.03126641,1,0,0.063400,HostileBackend(fatigue=0.08)
115,35100,0.73665121,0.57653056,0.00116106,0.03184443,1,0,0.064200,HostileBackend(fatigue=0.08)
116,32500,0.73592885,0.57727224,0.00114669,0.03254466,1,0,0.065000,HostileBackend(fatigue=0.08)
117,35100,0.73505329,0.57816768,0.00114688,0.03311922,1,0,0.065800,HostileBackend(fatigue=0.08)
118,38800,0.73433379,0.57890055,0.00113443,0.03380373,1,0,0.066600,HostileBackend(fatigue=0.08)
119,34500,0.73354214,0.57970383,0.00112633,0.03442407,1,0,0.067400,HostileBackend(fatigue=0.08)
120,33000,0.73272937,0.58052521,0.00111766,0.03502256,1,0,0.068200,HostileBackend(fatigue=0.08)
121,36400,0.73212390,0.58113489,0.00109686,0.03576423,1,0,0.069000,HostileBackend(fatigue=0.08)
122,34300,0.73126188,0.58199969,0.00110150,0.03630603,1,0,0.069800,HostileBackend(fatigue=0.08)
123,49900,0.73052152,0.58273942,0.00109782,0.03693346,1,0,0.070600,HostileBackend(fatigue=0.08)
124,33300,0.72975362,0.58350373,0.00109826,0.03753314,1,0,0.071400,HostileBackend(fatigue=0.08)
125,34300,0.72907309,0.58417858,0.00108029,0.03818906,1,0,0.072200,HostileBackend(fatigue=0.08)
126,48500,0.72836161,0.58488161,0.00107382,0.03881297,1,0,0.073000,HostileBackend(fatigue=0.08)
127,32800,0.72769932,0.58553374,0.00105719,0.03946243,1,0,0.073800,HostileBackend(fatigue=0.08)
128,35600,0.72681806,0.58639804,0.00106261,0.03994754,1,0,0.074600,HostileBackend(fatigue=0.08)
129,51600,0.72614474,0.58705577,0.00105117,0.04058039,1,0,0.075400,HostileBackend(fatigue=0.08)
130,32400,0.72543077,0.58775066,0.00104274,0.04117486,1,0,0.076200,HostileBackend(fatigue=0.08)
131,32800,0.72482528,0.58833800,0.00103013,0.04183520,1,0,0.077000,HostileBackend(fatigue=0.08)
132,33800,0.72414806,0.58899266,0.00102057,0.04243278,1,0,0.077800,HostileBackend(fatigue=0.08)
133,32700,0.72335234,0.58975918,0.00102247,0.04294125,1,0,0.078600,HostileBackend(fatigue=0.08)
134,33300,0.72269934,0.59038576,0.00100638,0.04355119,1,0,0.079400,HostileBackend(fatigue=0.08)
135,33700,0.72206936,0.59098824,0.00100064,0.04417246,1,0,0.080200,HostileBackend(fatigue=0.08)
136,34600,0.72138463,0.59164081,0.00098792,0.04474250,1,0,0.081000,HostileBackend(fatigue=0.08)
137,32100,0.72069158,0.59229891,0.00098697,0.04530231,1,0,0.081800,HostileBackend(fatigue=0.08)
138,33000,0.71994171,0.59300834,0.00098499,0.04581402,1,0,0.082600,HostileBackend(fatigue=0.08)
139,34300,0.71937293,0.59354457,0.00096824,0.04644800,1,0,0.083400,HostileBackend(fatigue=0.08)
140,32400,0.71854888,0.59431858,0.00098505,0.04689646,1,0,0.084200,HostileBackend(fatigue=0.08)
141,32100,0.71781211,0.59500781,0.00097704,0.04740483,1,0,0.085000,HostileBackend(fatigue=0.08)
142,32400,0.71706854,0.59570061,0.00097828,0.04790815,1,0,0.085800,HostileBackend(fatigue=0.08)
143,33600,0.71649269,0.59623537,0.00096521,0.04852164,1,0,0.086600,HostileBackend(fatigue=0.08)
144,35100,0.71599647,0.59669480,0.00095257,0.04918036,1,0,0.087400,HostileBackend(fatigue=0.08)
145,32800,0.71533974,0.59730106,0.00094948,0.04971349,1,0,0.088200,HostileBackend(fatigue=0.08)
146,33400,0.71455354,0.59802399,0.00095947,0.05015887,1,0,0.089000,HostileBackend(fatigue=0.08)
147,32800,0.71395100,0.59857599,0.00094010,0.05072425,1,0,0.089800,HostileBackend(fatigue=0.08)
148,32400,0.71337290,0.59910394,0.00093395,0.05130125,1,0,0.090600,HostileBackend(fatigue=0.08)
149,31900,0.71262539,0.59978413,0.00093736,0.05175748,1,0,0.091400,HostileBackend(fatigue=0.08)
150,34500,0.71209730,0.60026302,0.00093242,0.05235690,1,0,0.092200,HostileBackend(fatigue=0.08)
151,33700,0.71140988,0.60088439,0.00093406,0.05284899,1,0,0.093000,HostileBackend(fatigue=0.08)
152,31900,0.71068458,0.60153757,0.00092988,0.05330947,1,0,0.093800,HostileBackend(fatigue=0.08)
153,34000,0.71007383,0.60208555,0.00092760,0.05384602,1,0,0.094600,HostileBackend(fatigue=0.08)
154,35000,0.70950696,0.60259251,0.00092373,0.05440504,1,0,0.095400,HostileBackend(fatigue=0.08)
155,32400,0.70878306,0.60323760,0.00092752,0.05485814,1,0,0.096200,HostileBackend(fatigue=0.08)
156,35000,0.70821152,0.60374513,0.00091939,0.05541183,1,0,0.097000,HostileBackend(fatigue=0.08)
157,45700,0.70772111,0.60417952,0.00090106,0.05601332,1,0,0.097800,HostileBackend(fatigue=0.08)
158,32300,0.70713607,0.60469609,0.00090299,0.05653715,1,0,0.098600,HostileBackend(fatigue=0.08)
159,33200,0.70645403,0.60529622,0.00089345,0.05699590,1,0,0.099400,HostileBackend(fatigue=0.08)
160,51100,0.70595344,0.60573522,0.00087677,0.05757067,1,0,0.100200,HostileBackend(fatigue=0.08)
161,31900,0.70514680,0.60644013,0.00088239,0.05794666,1,0,0.101000,HostileBackend(fatigue=0.08)
162,32400,0.70471538,0.60681582,0.00087232,0.05856865,1,0,0.101800,HostileBackend(fatigue=0.08)
163,48600,0.70420222,0.60726151,0.00087419,0.05912259,1,0,0.102600,HostileBackend(fatigue=0.08)
164,32700,0.70329752,0.60804420,0.00089356,0.05942421,1,0,0.103400,HostileBackend(fatigue=0.08)
165,33200,0.70285867,0.60842249,0.00086853,0.06003312,1,0,0.104200,HostileBackend(fatigue=0.08)
166,32800,0.70242111,0.60879873,0.00085691,0.06063204,1,0,0.105000,HostileBackend(fatigue=0.08)
167,32900,0.70169502,0.60942092,0.00086871,0.06103993,1,0,0.105800,HostileBackend(fatigue=0.08)
168,32500,0.70099236,0.61002075,0.00086626,0.06146247,1,0,0.106600,HostileBackend(fatigue=0.08)
169,54500,0.70045409,0.61047873,0.00086767,0.06199448,1,0,0.107400,HostileBackend(fatigue=0.08)
170,32900,0.69981648,0.61101947,0.00086477,0.06245260,1,0,0.108200,HostileBackend(fatigue=0.08)
171,32200,0.69936356,0.61140256,0.00084516,0.06302107,1,0,0.109000,HostileBackend(fatigue=0.08)
172,53500,0.69909082,0.61163266,0.00082044,0.06368731,1,0,0.109800,HostileBackend(fatigue=0.08)
173,32900,0.69834986,0.61225591,0.00083422,0.06405288,1,0,0.110600,HostileBackend(fatigue=0.08)
174,32300,0.69760268,0.61288176,0.00083683,0.06442775,1,0,0.111400,HostileBackend(fatigue=0.08)
175,33000,0.69698463,0.61339761,0.00084102,0.06488697,1,0,0.112200,HostileBackend(fatigue=0.08)
176,32600,0.69647064,0.61382493,0.00084339,0.06540353,1,0,0.113000,HostileBackend(fatigue=0.08)
177,33200,0.69591116,0.61428899,0.00084216,0.06588830,1,0,0.113800,HostileBackend(fatigue=0.08)
178,33000,0.69564132,0.61451216,0.00081179,0.06654840,1,0,0.114600,HostileBackend(fatigue=0.08)
179,32500,0.69490604,0.61511878,0.00083014,0.06690574,1,0,0.115400,HostileBackend(fatigue=0.08)
180,32200,0.69416662,0.61572613,0.00082600,0.06727272,1,0,0.116200,HostileBackend(fatigue=0.08)
181,33000,0.69399273,0.61586847,0.00080697,0.06798246,1,0,0.117000,HostileBackend(fatigue=0.08)
182,33200,0.69336114,0.61638450,0.00081656,0.06839294,1,0,0.117800,HostileBackend(fatigue=0.08)
183,32300,0.69281710,0.61682782,0.00079021,0.06885582,1,0,0.118600,HostileBackend(fatigue=0.08)
184,34000,0.69195388,0.61752823,0.00082297,0.06913037,1,0,0.119400,HostileBackend(fatigue=0.08)
185,32500,0.69167243,0.61775567,0.00081161,0.06975815,1,0,0.120200,HostileBackend(fatigue=0.08)
186,31800,0.69121055,0.61812858,0.00079234,0.07026413,1,0,0.121000,HostileBackend(fatigue=0.08)
187,32800,0.69052336,0.61868116,0.00079196,0.07063865,1,0,0.121800,HostileBackend(fatigue=0.08)
188,33900,0.69009681,0.61902312,0.00078405,0.07117107,1,0,0.122600,HostileBackend(fatigue=0.08)
189,32700,0.68937520,0.61959940,0.00079118,0.07152143,1,0,0.123400,HostileBackend(fatigue=0.08)
190,31700,0.68894562,0.61994131,0.00078991,0.07205304,1,0,0.124200,HostileBackend(fatigue=0.08)
191,42700,0.68821470,0.62052115,0.00082525,0.07239277,1,0,0.125000,HostileBackend(fatigue=0.08)
192,33200,0.68816901,0.62055770,0.00077293,0.07314291,1,0,0.125800,HostileBackend(fatigue=0.08)
193,33300,0.68750161,0.62108508,0.00076766,0.07351305,1,0,0.126600,HostileBackend(fatigue=0.08)
194,46700,0.68703949,0.62144893,0.00075640,0.07399137,1,0,0.127400,HostileBackend(fatigue=0.08)
195,35400,0.68649801,0.62187397,0.00075907,0.07442673,1,0,0.128200,HostileBackend(fatigue=0.08)
196,32100,0.68593490,0.62231449,0.00075996,0.07485518,1,0,0.129000,HostileBackend(fatigue=0.08)
197,33200,0.68561720,0.62256248,0.00076393,0.07541684,1,0,0.129800,HostileBackend(fatigue=0.08)
198,37500,0.68501684,0.62302985,0.00075438,0.07579912,1,0,0.130600,HostileBackend(fatigue=0.08)
199,35000,0.68442223,0.62349099,0.00074405,0.07618926,1,0,0.131400,HostileBackend(fatigue=0.08)
200,32400,0.68376726,0.62399689,0.00078126,0.07654527,1,0,0.132200,HostileBackend(fatigue=0.08)
201,36100,0.68331252,0.62434715,0.00076835,0.07702390,1,0,0.133000,HostileBackend(fatigue=0.08)
202,33600,0.68285130,0.62470147,0.00076257,0.07750802,1,0,0.133800,HostileBackend(fatigue=0.08)
203,32700,0.68210558,0.62527188,0.00075447,0.07782166,1,0,0.134600,HostileBackend(fatigue=0.08)
204,37100,0.68190159,0.62542707,0.00074880,0.07843971,1,0,0.135400,HostileBackend(fatigue=0.08)
205,33200,0.68114007,0.62600664,0.00077245,0.07872568,1,0,0.136200,HostileBackend(fatigue=0.08)
206,33000,0.68093095,0.62616573,0.00073626,0.07933102,1,0,0.137000,HostileBackend(fatigue=0.08)
207,35900,0.68027005,0.62666511,0.00075484,0.07967269,1,0,0.137800,HostileBackend(fatigue=0.08)
208,34300,0.68032269,0.62662569,0.00069571,0.08042551,1,0,0.138600,HostileBackend(fatigue=0.08)
209,33000,0.68006751,0.62681838,0.00068265,0.08097190,1,0,0.139400,HostileBackend(fatigue=0.08)
210,42100,0.67942673,0.62730068,0.00067639,0.08128310,1,0,0.140200,HostileBackend(fatigue=0.08)
211,62100,0.67873848,0.62781643,0.00072624,0.08159301,1,0,0.141000,HostileBackend(fatigue=0.08)
212,34700,0.67801436,0.62835691,0.00073135,0.08188669,1,0,0.141800,HostileBackend(fatigue=0.08)
213,35700,0.67772231,0.62857441,0.00071864,0.08242419,1,0,0.142600,HostileBackend(fatigue=0.08)
214,36100,0.67737282,0.62883357,0.00070429,0.08290655,1,0,0.143400,HostileBackend(fatigue=0.08)
215,33500,0.67674711,0.62929695,0.00070974,0.08324068,1,0,0.144200,HostileBackend(fatigue=0.08)
216,33300,0.67634131,0.62959655,0.00071693,0.08370264,1,0,0.145000,HostileBackend(fatigue=0.08)
217,33200,0.67585482,0.62995446,0.00070869,0.08410918,1,0,0.145800,HostileBackend(fatigue=0.08)
218,41100,0.67524897,0.63039862,0.00071019,0.08445564,1,0,0.146600,HostileBackend(fatigue=0.08)
219,34300,0.67473693,0.63077312,0.00069972,0.08484688,1,0,0.147400,HostileBackend(fatigue=0.08)
220,35200,0.67381616,0.63144307,0.00073658,0.08502628,1,0,0.148200,HostileBackend(fatigue=0.08)
221,33100,0.67358827,0.63160803,0.00071885,0.08558517,1,0,0.149000,HostileBackend(fatigue=0.08)
222,33000,0.67339115,0.63175088,0.00067674,0.08616716,1,0,0.149800,HostileBackend(fatigue=0.08)
223,32700,0.67278136,0.63219132,0.00070868,0.08650947,1,0,0.150600,HostileBackend(fatigue=0.08)
224,33900,0.67256529,0.63234703,0.00066678,0.08706759,1,0,0.151400,HostileBackend(fatigue=0.08)
225,32000,0.67153122,0.63308869,0.00073160,0.08718234,1,0,0.152200,HostileBackend(fatigue=0.08)
226,34400,0.67108968,0.63340419,0.00071511,0.08762930,1,0,0.153000,HostileBackend(fatigue=0.08)
227,34100,0.67077262,0.63362984,0.00074405,0.08814971,1,0,0.153800,HostileBackend(fatigue=0.08)
228,33600,0.67057951,0.63376735,0.00073946,0.08871992,1,0,0.154600,HostileBackend(fatigue=0.08)
229,37000,0.67010085,0.63410710,0.00072743,0.08912387,1,0,0.155400,HostileBackend(fatigue=0.08)
230,33100,0.66962625,0.63444282,0.00071138,0.08952258,1,0,0.156200,HostileBackend(fatigue=0.08)
231,33600,0.66904235,0.63485414,0.00070111,0.08986763,1,0,0.157000,HostileBackend(fatigue=0.08)
232,51300,0.66862249,0.63514941,0.00071147,0.09030183,1,0,0.157800,HostileBackend(fatigue=0.08)
233,34700,0.66816731,0.63546883,0.00072017,0.09070257,1,0,0.158600,HostileBackend(fatigue=0.08)
234,37400,0.66771620,0.63578410,0.00070708,0.09111909,1,0,0.159400,HostileBackend(fatigue=0.08)
235,46700,0.66714424,0.63618246,0.00072061,0.09146053,1,0,0.160200,HostileBackend(fatigue=0.08)
236,32700,0.66661397,0.63655060,0.00072459,0.09184060,1,0,0.161000,HostileBackend(fatigue=0.08)
237,33600,0.66676309,0.63644681,0.00066561,0.09256120,1,0,0.161800,HostileBackend(fatigue=0.08)
238,51700,0.66620060,0.63683672,0.00067011,0.09291414,1,0,0.162600,HostileBackend(fatigue=0.08)
239,35000,0.66559741,0.63725268,0.00064591,0.09326319,1,0,0.163400,HostileBackend(fatigue=0.08)
240,32500,0.66557008,0.63727149,0.00063027,0.09390140,1,0,0.164200,HostileBackend(fatigue=0.08)
241,32700,0.66522244,0.63751053,0.00064236,0.09434734,1,0,0.165000,HostileBackend(fatigue=0.08)
242,33900,0.66461599,0.63792601,0.00064268,0.09464657,1,0,0.165800,HostileBackend(fatigue=0.08)
243,33100,0.66367900,0.63856474,0.00070003,0.09479685,1,0,0.166600,HostileBackend(fatigue=0.08)
244,32200,0.66369855,0.63855101,0.00061750,0.09545323,1,0,0.167400,HostileBackend(fatigue=0.08)
245,32700,0.66302175,0.63901049,0.00063658,0.09573126,1,0,0.168200,HostileBackend(fatigue=0.08)
246,32800,0.66271753,0.63921541,0.00063586,0.09621046,1,0,0.169000,HostileBackend(fatigue=0.08)
247,32600,0.66248944,0.63936976,0.00063882,0.09671568,1,0,0.169800,HostileBackend(fatigue=0.08)
248,33400,0.66224699,0.63953373,0.00062051,0.09719651,1,0,0.170600,HostileBackend(fatigue=0.08)
249,32000,0.66174447,0.63987150,0.00062317,0.09753803,1,0,0.171400,HostileBackend(fatigue=0.08)
250,31400,0.66030008,0.64083615,0.00069226,0.09740148,1,0,0.172200,HostileBackend(fatigue=0.08)
251,34800,0.66068356,0.64058070,0.00062866,0.09821483,1,0,0.173000,HostileBackend(fatigue=0.08)
