step_id,timestamp_ns,fidelity,entropy,logical_error_rate,injection_magnitude,injection_approved,correction_applied,noise_level,backend,threshold_current,bloch_x,bloch_y,bloch_z,lyapunov_estimate
22,217002,0.77720602,0.52692388,0.01207014,0.00000000,0,0,0.022600,HostileBackend(fatigue=0.08)_control,0.850000,0.554412,-0.000001,0.078734,0.00000000
23,222110,0.76538617,0.54091398,0.01248728,0.00000000,0,0,0.023400,HostileBackend(fatigue=0.08)_control,0.850000,0.530772,-0.000001,0.083375,0.00000000
24,288684,0.75368873,0.55396904,0.01287384,0.00000000,0,0,0.024200,HostileBackend(fatigue=0.08)_control,0.850000,0.507377,-0.000000,0.088027,0.00000000
25,289259,0.74214323,0.56610699,0.01322868,0.00000000,0,0,0.025000,HostileBackend(fatigue=0.08)_control,0.850000,0.484286,-0.000001,0.092682,0.00000000
26,274417,0.73077690,0.57735048,0.01355076,0.00000000,0,0,0.025800,HostileBackend(fatigue=0.08)_control,0.850000,0.461554,-0.000001,0.097333,0.00000000
27,298793,0.71961375,0.58772776,0.01383926,0.00000000,0,1,0.026600,HostileBackend(fatigue=0.08)_control,0.850000,0.439227,-0.000001,0.101970,0.00000000
28,267362,0.70867742,0.59726952,0.01409335,0.00000000,0,0,0.027400,HostileBackend(fatigue=0.08)_control,0.850000,0.417355,-0.000003,0.106577,0.00000000
29,228937,0.69798661,0.60600975,0.01431249,0.00000000,0,0,0.028200,HostileBackend(fatigue=0.08)_control,0.850000,0.395973,-0.000005,0.111158,0.00000000
30,231299,0.68755950,0.61398513,0.01449625,0.00000000,0,0,0.029000,HostileBackend(fatigue=0.08)_control,0.850000,0.375119,-0.000004,0.115697,0.00000000
31,238384,0.67741225,0.62123293,0.01464427,0.00000000,0,0,0.029800,HostileBackend(fatigue=0.08)_control,0.850000,0.354825,-0.000002,0.120190,0.00000000
32,239822,0.66756404,0.62778893,0.01475591,0.00000000,0,0,0.030600,HostileBackend(fatigue=0.08)_control,0.850000,0.335128,-0.000001,0.124628,0.00000000
33,191780,0.65802556,0.63369502,0.01483126,0.00000000,0,0,0.031400,HostileBackend(fatigue=0.08)_control,0.850000,0.316051,-0.000003,0.128997,0.00000000
34,230163,0.64880916,0.63898995,0.01487025,0.00000000,0,0,0.032200,HostileBackend(fatigue=0.08)_control,0.850000,0.297618,0.000003,0.133296,0.00000000
35,200478,0.63991327,0.64371984,0.01487394,0.00000000,0,0,0.033000,HostileBackend(fatigue=0.08)_control,0.850000,0.279827,0.000005,0.137521,0.00000000
36,221514,0.63135177,0.64792018,0.01484218,0.00000000,0,0,0.033800,HostileBackend(fatigue=0.08)_control,0.850000,0.262704,0.000011,0.141664,0.00000000
37,286858,0.62312516,0.65163227,0.01477589,0.00000000,0,1,0.034600,HostileBackend(fatigue=0.08)_control,0.850000,0.246250,0.000018,0.145723,0.00000000
38,234435,0.61524018,0.65489323,0.01467554,0.00000000,0,0,0.035400,HostileBackend(fatigue=0.08)_control,0.850000,0.230480,0.000015,0.149686,0.00000000
39,212262,0.60770132,0.65773663,0.01454193,0.00000000,0,0,0.036200,HostileBackend(fatigue=0.08)_control,0.850000,0.215403,0.000020,0.153567,0.00000000
40,189140,0.60050328,0.66020360,0.01437638,0.00000000,0,0,0.037000,HostileBackend(fatigue=0.08)_control,0.850000,0.201007,0.000010,0.157343,0.00000000
41,213570,0.59364545,0.66232783,0.01418017,0.00000000,0,0,0.037800,HostileBackend(fatigue=0.08)_control,0.850000,0.187291,0.000013,0.161012,0.00000000
42,189702,0.58712457,0.66414097,0.01395492,0.00000000,0,0,0.038600,HostileBackend(fatigue=0.08)_control,0.850000,0.174249,0.000012,0.164580,0.00000000
43,181343,0.58092674,0.66567613,0.01370288,0.00000000,0,1,0.039400,HostileBackend(fatigue=0.08)_control,0.850000,0.161853,0.000006,0.168049,0.00000000
44,313930,0.57506537,0.66695820,0.01342413,0.00000000,0,0,0.040200,HostileBackend(fatigue=0.08)_control,0.850000,0.150131,0.000001,0.171406,0.00000000
45,203110,0.56952274,0.66801593,0.01312155,0.00000000,0,0,0.041000,HostileBackend(fatigue=0.08)_control,0.850000,0.139045,-0.000008,0.174661,0.00000000
46,229128,0.56429025,0.66887819,0.01279715,0.00000000,0,0,0.041800,HostileBackend(fatigue=0.08)_control,0.850000,0.128580,-0.000009,0.177795,0.00000000
47,190433,0.55935940,0.66956488,0.01245307,0.00000000,0,0,0.042600,HostileBackend(fatigue=0.08)_control,0.850000,0.118719,-0.000021,0.180827,0.00000000
48,250684,0.55472374,0.67010035,0.01209104,0.00000000,0,1,0.043400,HostileBackend(fatigue=0.08)_control,0.850000,0.109447,-0.000024,0.183738,0.00000000
49,206269,0.55037699,0.67050039,0.01171289,0.00000000,0,0,0.044200,HostileBackend(fatigue=0.08)_control,0.850000,0.100754,-0.000020,0.186546,0.00000000
50,211991,0.54630515,0.67078432,0.01132117,0.00000000,0,0,0.045000,HostileBackend(fatigue=0.08)_control,0.850000,0.092610,-0.000018,0.189248,0.00000000
51,186283,0.54248898,0.67096986,0.01091934,0.00000000,0,1,0.045800,HostileBackend(fatigue=0.08)_control,0.850000,0.084978,-0.000022,0.191845,0.00000000
52,183160,0.53893678,0.67107119,0.01050766,0.00000000,0,0,0.046600,HostileBackend(fatigue=0.08)_control,0.850000,0.077874,-0.000019,0.194324,0.00000000
53,320505,0.53562574,0.67110381,0.01008963,0.00000000,0,0,0.047400,HostileBackend(fatigue=0.08)_control,0.850000,0.071251,-0.000025,0.196685,0.00000000
54,278993,0.53254322,0.67107330,0.00966677,0.00000000,0,1,0.048200,HostileBackend(fatigue=0.08)_control,0.850000,0.065086,-0.000021,0.198962,0.00000000
55,252895,0.52968632,0.67099583,0.00924096,0.00000000,0,0,0.049000,HostileBackend(fatigue=0.08)_control,0.850000,0.059373,-0.000004,0.201121,0.00000000
56,272567,0.52703783,0.67087564,0.00881448,0.00000000,0,1,0.049800,HostileBackend(fatigue=0.08)_control,0.850000,0.054076,-0.000016,0.203193,0.00000000
57,204549,0.52458583,0.67072311,0.00838967,0.00000000,0,0,0.050600,HostileBackend(fatigue=0.08)_control,0.850000,0.049172,-0.000019,0.205168,0.00000000
58,308620,0.52232117,0.67055130,0.00796847,0.00000000,0,0,0.051400,HostileBackend(fatigue=0.08)_control,0.850000,0.044642,-0.000009,0.207020,0.00000000
59,194057,0.52023940,0.67035500,0.00755153,0.00000000,0,0,0.052200,HostileBackend(fatigue=0.08)_control,0.850000,0.040479,-0.000000,0.208802,0.00000000
60,206576,0.51832650,0.67014592,0.00714089,0.00000000,0,1,0.053000,HostileBackend(fatigue=0.08)_control,0.850000,0.036653,-0.000004,0.210488,0.00000000
61,211602,0.51657071,0.66992849,0.00673815,0.00000000,0,1,0.053800,HostileBackend(fatigue=0.08)_control,0.850000,0.033141,-0.000009,0.212081,0.00000000
62,314725,0.51494619,0.66970409,0.00634538,0.00000000,0,0,0.054600,HostileBackend(fatigue=0.08)_control,0.850000,0.029892,-0.000021,0.213600,0.00000000
63,200302,0.51347528,0.66948175,0.00596220,0.00000000,0,0,0.055400,HostileBackend(fatigue=0.08)_control,0.850000,0.026951,-0.000034,0.215012,0.00000000
64,186335,0.51212658,0.66925553,0.00559089,0.00000000,0,0,0.056200,HostileBackend(fatigue=0.08)_control,0.850000,0.024253,-0.000018,0.216364,0.00000000
65,189540,0.51089565,0.66903215,0.00523176,0.00000000,0,0,0.057000,HostileBackend(fatigue=0.08)_control,0.850000,0.021791,-0.000001,0.217638,0.00000000
66,180935,0.50977804,0.66880934,0.00488509,0.00000000,0,0,0.057800,HostileBackend(fatigue=0.08)_control,0.850000,0.019556,-0.000018,0.218854,0.00000000
67,212392,0.50875184,0.66859419,0.00455315,0.00000000,0,0,0.058600,HostileBackend(fatigue=0.08)_control,0.850000,0.017504,-0.000007,0.219992,0.00000000
68,302838,0.50782632,0.66838451,0.00423495,0.00000000,0,0,0.059400,HostileBackend(fatigue=0.08)_control,0.850000,0.015653,-0.000008,0.221066,0.00000000
69,262198,0.50699653,0.66818303,0.00393019,0.00000000,0,0,0.060200,HostileBackend(fatigue=0.08)_control,0.850000,0.013993,-0.000009,0.222071,0.00000000
70,194046,0.50623909,0.66798934,0.00363993,0.00000000,0,1,0.061000,HostileBackend(fatigue=0.08)_control,0.850000,0.012478,-0.000017,0.223017,0.00000000
71,285187,0.50554744,0.66780517,0.00336613,0.00000000,0,1,0.061800,HostileBackend(fatigue=0.08)_control,0.850000,0.011095,-0.000004,0.223900,0.00000000
72,273441,0.50493506,0.66762927,0.00310557,0.00000000,0,1,0.062600,HostileBackend(fatigue=0.08)_control,0.850000,0.009870,0.000004,0.224728,0.00000000
73,318344,0.50438341,0.66745998,0.00285933,0.00000000,0,0,0.063400,HostileBackend(fatigue=0.08)_control,0.850000,0.008767,-0.000025,0.225513,0.00000000
74,199897,0.50386861,0.66729914,0.00262997,0.00000000,0,1,0.064200,HostileBackend(fatigue=0.08)_control,0.850000,0.007737,-0.000028,0.226250,0.00000000
75,13380469,0.50342608,0.66714868,0.00241239,0.00000000,0,0,0.065000,HostileBackend(fatigue=0.08)_control,0.850000,0.006852,-0.000022,0.226931,0.00000000
76,305615,0.50302361,0.66701385,0.00220905,0.00000000,0,1,0.065800,HostileBackend(fatigue=0.08)_control,0.850000,0.006047,-0.000033,0.227537,0.00000000
77,322907,0.50266451,0.66688607,0.00201893,0.00000000,0,0,0.066600,HostileBackend(fatigue=0.08)_control,0.850000,0.005329,-0.000027,0.228106,0.00000000
78,259688,0.50234090,0.66676632,0.00184264,0.00000000,0,1,0.067400,HostileBackend(fatigue=0.08)_control,0.850000,0.004682,0.000022,0.228635,0.00000000
79,250451,0.50204513,0.66665043,0.00167975,0.00000000,0,0,0.068200,HostileBackend(fatigue=0.08)_control,0.850000,0.004090,0.000039,0.229144,0.00000000
80,299560,0.50181177,0.66654558,0.00152564,0.00000000,0,0,0.069000,HostileBackend(fatigue=0.08)_control,0.850000,0.003624,0.000044,0.229601,0.00000000
81,306913,0.50159693,0.66644276,0.00138240,0.00000000,0,0,0.069800,HostileBackend(fatigue=0.08)_control,0.850000,0.003194,0.000059,0.230047,0.00000000
82,257641,0.50140626,0.66634852,0.00125185,0.00000000,0,1,0.070600,HostileBackend(fatigue=0.08)_control,0.850000,0.002813,0.000040,0.230454,0.00000000
83,311479,0.50120764,0.66626188,0.00113428,0.00000000,0,0,0.071400,HostileBackend(fatigue=0.08)_control,0.850000,0.002415,0.000078,0.230827,0.00000000
84,267429,0.50105050,0.66618196,0.00102413,0.00000000,0,0,0.072200,HostileBackend(fatigue=0.08)_control,0.850000,0.002101,0.000068,0.231170,0.00000000
85,532100,0.50092761,0.66610036,0.00092178,0.00000000,0,1,0.073000,HostileBackend(fatigue=0.08)_control,0.850000,0.001855,0.000076,0.231518,0.00000000
86,318728,0.50080607,0.66602864,0.00082850,0.00000000,0,0,0.073800,HostileBackend(fatigue=0.08)_control,0.850000,0.001612,0.000085,0.231824,0.00000000
87,221808,0.50068697,0.66596678,0.00074518,0.00000000,0,0,0.074600,HostileBackend(fatigue=0.08)_control,0.850000,0.001374,0.000063,0.232087,0.00000000
88,305165,0.50058225,0.66590359,0.00067012,0.00000000,0,1,0.075400,HostileBackend(fatigue=0.08)_control,0.850000,0.001164,0.000045,0.232356,0.00000000
89,206815,0.50050248,0.66584271,0.00059982,0.00000000,0,0,0.076200,HostileBackend(fatigue=0.08)_control,0.850000,0.001005,0.000024,0.232614,0.00000000
90,203613,0.50042581,0.66578231,0.00053592,0.00000000,0,0,0.077000,HostileBackend(fatigue=0.08)_control,0.850000,0.000852,0.000003,0.232869,0.00000000
91,256403,0.50036243,0.66573585,0.00047880,0.00000000,0,1,0.077800,HostileBackend(fatigue=0.08)_control,0.850000,0.000725,0.000010,0.233065,0.00000000
92,208752,0.50030605,0.66567669,0.00042720,0.00000000,0,0,0.078600,HostileBackend(fatigue=0.08)_control,0.850000,0.000612,-0.000025,0.233314,0.00000000
93,207606,0.50028482,0.66563636,0.00037568,0.00000000,0,1,0.079400,HostileBackend(fatigue=0.08)_control,0.850000,0.000570,-0.000008,0.233484,0.00000000
94,188016,0.50027550,0.66560486,0.00033042,0.00000000,0,1,0.080200,HostileBackend(fatigue=0.08)_control,0.850000,0.000551,-0.000010,0.233617,0.00000000
95,294485,0.50024758,0.66556612,0.00029126,0.00000000,0,0,0.081000,HostileBackend(fatigue=0.08)_control,0.850000,0.000495,0.000022,0.233779,0.00000000
96,197924,0.50024055,0.66554118,0.00025442,0.00000000,0,1,0.081800,HostileBackend(fatigue=0.08)_control,0.850000,0.000481,-0.000004,0.233884,0.00000000
97,203207,0.50020960,0.66550370,0.00022378,0.00000000,0,0,0.082600,HostileBackend(fatigue=0.08)_control,0.850000,0.000419,0.000029,0.234042,0.00000000
98,184619,0.50018149,0.66547078,0.00019574,0.00000000,0,0,0.083400,HostileBackend(fatigue=0.08)_control,0.850000,0.000363,0.000014,0.234180,0.00000000
99,180771,0.50014233,0.66543873,0.00017539,0.00000000,0,1,0.084200,HostileBackend(fatigue=0.08)_control,0.850000,0.000285,0.000012,0.234314,0.00000000
100,204705,0.50011446,0.66541581,0.00015578,0.00000000,0,1,0.085000,HostileBackend(fatigue=0.08)_control,0.850000,0.000229,-0.000012,0.234410,0.00000000
101,181402,0.50009741,0.66538709,0.00013757,0.00000000,0,1,0.085800,HostileBackend(fatigue=0.08)_control,0.850000,0.000195,-0.000013,0.234530,0.00000000
102,255198,0.50008750,0.66535725,0.00011776,0.00000000,0,0,0.086600,HostileBackend(fatigue=0.08)_control,0.850000,0.000175,-0.000060,0.234655,0.00000000
103,184985,0.50007469,0.66534009,0.00010260,0.00000000,0,1,0.087400,HostileBackend(fatigue=0.08)_control,0.850000,0.000149,0.000008,0.234727,0.00000000
104,320723,0.50005216,0.66531648,0.00009206,0.00000000,0,1,0.088200,HostileBackend(fatigue=0.08)_control,0.850000,0.000104,0.000015,0.234826,0.00000000
105,254191,0.50006176,0.66528779,0.00007828,0.00000000,0,0,0.089000,HostileBackend(fatigue=0.08)_control,0.850000,0.000124,0.000068,0.234945,0.00000000
106,210917,0.50005820,0.66526813,0.00006614,0.00000000,0,1,0.089800,HostileBackend(fatigue=0.08)_control,0.850000,0.000116,0.000063,0.235028,0.00000000
107,183783,0.50003348,0.66525242,0.00005773,0.00000000,0,0,0.090600,HostileBackend(fatigue=0.08)_control,0.850000,0.000067,0.000081,0.235093,0.00000000
108,223740,0.50002280,0.66523449,0.00005047,0.00000000,0,1,0.091400,HostileBackend(fatigue=0.08)_control,0.850000,0.000046,0.000075,0.235168,0.00000000
109,220224,0.49999970,0.66520196,0.00004483,0.00000000,0,0,0.092200,HostileBackend(fatigue=0.08)_control,0.850000,-0.000001,0.000065,0.235304,0.00000000
110,189692,0.49999798,0.66517861,0.00003835,0.00000000,0,0,0.093000,HostileBackend(fatigue=0.08)_control,0.850000,-0.000004,0.000075,0.235401,0.00000000
111,268100,0.49997041,0.66517150,0.00003532,0.00000000,0,1,0.093800,HostileBackend(fatigue=0.08)_control,0.850000,-0.000059,0.000055,0.235431,0.00000000
112,287899,0.49997099,0.66514998,0.00003303,0.00000000,0,0,0.094600,HostileBackend(fatigue=0.08)_control,0.850000,-0.000058,0.000041,0.235520,0.00000000
113,264571,0.49999668,0.66513104,0.00002934,0.00000000,0,0,0.095400,HostileBackend(fatigue=0.08)_control,0.850000,-0.000007,0.000041,0.235599,0.00000000
114,296895,0.50000146,0.66512461,0.00002590,0.00000000,0,0,0.096200,HostileBackend(fatigue=0.08)_control,0.850000,0.000003,0.000054,0.235626,0.00000000
115,252438,0.49999242,0.66510934,0.00002611,0.00000000,0,1,0.097000,HostileBackend(fatigue=0.08)_control,0.850000,-0.000015,-0.000004,0.235690,0.00000000
116,275913,0.49999469,0.66510136,0.00002262,0.00000000,0,0,0.097800,HostileBackend(fatigue=0.08)_control,0.850000,-0.000011,-0.000035,0.235723,0.00000000
117,262899,0.50000596,0.66510012,0.00001847,0.00000000,0,1,0.098600,HostileBackend(fatigue=0.08)_control,0.850000,0.000012,-0.000039,0.235728,0.00000000
118,195843,0.50000468,0.66506338,0.00001449,0.00000000,0,0,0.099400,HostileBackend(fatigue=0.08)_control,0.850000,0.000009,0.000016,0.235881,0.00000000
119,246884,0.49998034,0.66506067,0.00001412,0.00000000,0,0,0.100200,HostileBackend(fatigue=0.08)_control,0.850000,-0.000039,-0.000043,0.235892,0.00000000
120,216873,0.49997268,0.66504042,0.00001313,0.00000000,0,1,0.101000,HostileBackend(fatigue=0.08)_control,0.850000,-0.000055,-0.000008,0.235976,0.00000000
121,189620,0.49997428,0.66502449,0.00001192,0.00000000,0,1,0.101800,HostileBackend(fatigue=0.08)_control,0.850000,-0.000051,-0.000048,0.236043,0.00000000
122,210701,0.49995479,0.66501249,0.00001262,0.00000000,0,0,0.102600,HostileBackend(fatigue=0.08)_control,0.850000,-0.000090,0.000007,0.236092,0.00000000
123,249488,0.49995256,0.66500325,0.00001048,0.00000000,0,1,0.103400,HostileBackend(fatigue=0.08)_control,0.850000,-0.000095,0.000042,0.236131,0.00000000
124,213431,0.49997747,0.66498683,0.00000887,0.00000000,0,1,0.104200,HostileBackend(fatigue=0.08)_control,0.850000,-0.000045,0.000034,0.236199,0.00000000
125,184990,0.49996580,0.66498268,0.00000973,0.00000000,0,1,0.105000,HostileBackend(fatigue=0.08)_control,0.850000,-0.000068,0.000037,0.236216,0.00000000
126,249650,0.49996008,0.66498020,0.00000773,0.00000000,0,0,0.105800,HostileBackend(fatigue=0.08)_control,0.850000,-0.000080,0.000048,0.236227,0.00000000
127,263261,0.49995876,0.66497336,0.00000674,0.00000000,0,0,0.106600,HostileBackend(fatigue=0.08)_control,0.850000,-0.000082,0.000041,0.236255,0.00000000
128,278625,0.49992972,0.66497242,0.00000737,0.00000000,0,0,0.107400,HostileBackend(fatigue=0.08)_control,0.850000,-0.000141,0.000038,0.236259,0.00000000
129,260073,0.49994222,0.66496123,0.00000587,0.00000000,0,0,0.108200,HostileBackend(fatigue=0.08)_control,0.850000,-0.000116,0.000071,0.236305,0.00000000
130,284866,0.49997792,0.66495343,-0.00000079,0.00000000,0,0,0.109000,HostileBackend(fatigue=0.08)_control,0.850000,-0.000044,0.000067,0.236338,0.00000000
131,258511,0.49996998,0.66494246,0.00000011,0.00000000,0,1,0.109800,HostileBackend(fatigue=0.08)_control,0.850000,-0.000060,-0.000061,0.236383,0.00000000
132,275648,0.49998380,0.66493114,0.00000136,0.00000000,0,1,0.110600,HostileBackend(fatigue=0.08)_control,0.850000,-0.000032,-0.000108,0.236430,0.00000000
133,261700,0.49996935,0.66492447,0.00000338,0.00000000,0,1,0.111400,HostileBackend(fatigue=0.08)_control,0.850000,-0.000061,-0.000091,0.236458,0.00000000
134,194495,0.49993584,0.66491266,0.00000596,0.00000000,0,1,0.112200,HostileBackend(fatigue=0.08)_control,0.850000,-0.000128,-0.000180,0.236507,0.00000000
135,256813,0.49995281,0.66489660,0.00000441,0.00000000,0,0,0.113000,HostileBackend(fatigue=0.08)_control,0.850000,-0.000094,-0.000177,0.236573,0.00000000
136,259448,0.49994792,0.66487821,0.00000611,0.00000000,0,0,0.113800,HostileBackend(fatigue=0.08)_control,0.850000,-0.000104,-0.000169,0.236650,0.00000000
137,186559,0.49998228,0.66486726,0.00000236,0.00000000,0,0,0.114600,HostileBackend(fatigue=0.08)_control,0.850000,-0.000035,-0.000136,0.236695,0.00000000
138,283689,0.49997489,0.66485243,0.00000057,0.00000000,0,0,0.115400,HostileBackend(fatigue=0.08)_control,0.850000,-0.000050,-0.000088,0.236757,0.00000000
139,262025,0.49997756,0.66484722,-0.00000051,0.00000000,0,1,0.116200,HostileBackend(fatigue=0.08)_control,0.850000,-0.000045,-0.000046,0.236778,0.00000000
140,250293,0.49996929,0.66482787,0.00000053,0.00000000,0,0,0.117000,HostileBackend(fatigue=0.08)_control,0.850000,-0.000061,0.000033,0.236858,0.00000000
141,254502,0.49992360,0.66481376,0.00000328,0.00000000,0,1,0.117800,HostileBackend(fatigue=0.08)_control,0.850000,-0.000153,-0.000027,0.236917,0.00000000
142,249469,0.49993824,0.66480087,0.00000151,0.00000000,0,1,0.118600,HostileBackend(fatigue=0.08)_control,0.850000,-0.000124,-0.000011,0.236970,0.00000000
143,255917,0.49997160,0.66478437,0.00000062,0.00000000,0,1,0.119400,HostileBackend(fatigue=0.08)_control,0.850000,-0.000057,-0.000039,0.237039,0.00000000
144,265340,0.49997991,0.66477219,-0.00000149,0.00000000,0,0,0.120200,HostileBackend(fatigue=0.08)_control,0.850000,-0.000040,-0.000172,0.237089,0.00000000
145,291915,0.49997276,0.66475228,-0.00000133,0.00000000,0,0,0.121000,HostileBackend(fatigue=0.08)_control,0.850000,-0.000054,-0.000015,0.237171,0.00000000
146,241820,0.49995038,0.66472380,0.00000088,0.00000000,0,1,0.121800,HostileBackend(fatigue=0.08)_control,0.850000,-0.000099,0.000022,0.237289,0.00000000
147,281358,0.49997046,0.66472631,-0.00000429,0.00000000,0,0,0.122600,HostileBackend(fatigue=0.08)_control,0.850000,-0.000059,-0.000045,0.237279,0.00000000
148,254205,0.49994448,0.66472094,-0.00000024,0.00000000,0,0,0.123400,HostileBackend(fatigue=0.08)_control,0.850000,-0.000111,0.000028,0.237301,0.00000000
149,286744,0.50000801,0.66473486,-0.00000317,0.00000000,0,1,0.124200,HostileBackend(fatigue=0.08)_control,0.850000,0.000016,0.000115,0.237243,0.00000000
150,257830,0.50000501,0.66472867,-0.00000369,0.00000000,0,0,0.125000,HostileBackend(fatigue=0.08)_control,0.850000,0.000010,0.000089,0.237269,0.00000000
151,311848,0.50002736,0.66469085,-0.00000459,0.00000000,0,1,0.125800,HostileBackend(fatigue=0.08)_control,0.850000,0.000055,-0.000007,0.237425,0.00000000
152,205492,0.49995243,0.66470896,0.00000178,0.00000000,0,0,0.126600,HostileBackend(fatigue=0.08)_control,0.850000,-0.000095,-0.000040,0.237350,0.00000000
153,244764,0.49998818,0.66469280,-0.00000551,0.00000000,0,1,0.127400,HostileBackend(fatigue=0.08)_control,0.850000,-0.000024,-0.000077,0.237417,0.00000000
154,253663,0.49999926,0.66467686,-0.00000489,0.00000000,0,0,0.128200,HostileBackend(fatigue=0.08)_control,0.850000,-0.000001,-0.000058,0.237483,0.00000000
155,271848,0.50001361,0.66464597,-0.00000692,0.00000000,0,1,0.129000,HostileBackend(fatigue=0.08)_control,0.850000,0.000027,-0.000065,0.237611,0.00000000
156,306784,0.49999813,0.66465517,-0.00000167,0.00000000,0,1,0.129800,HostileBackend(fatigue=0.08)_control,0.850000,-0.000004,-0.000094,0.237573,0.00000000
157,276296,0.50003482,0.66462824,-0.00000631,0.00000000,0,1,0.130600,HostileBackend(fatigue=0.08)_control,0.850000,0.000070,-0.000043,0.237684,0.00000000
158,256215,0.50000650,0.66462509,-0.00000305,0.00000000,0,0,0.131400,HostileBackend(fatigue=0.08)_control,0.850000,0.000013,0.000007,0.237697,0.00000000
159,241353,0.49999956,0.66461492,-0.00000319,0.00000000,0,1,0.132200,HostileBackend(fatigue=0.08)_control,0.850000,-0.000001,-0.000050,0.237739,0.00000000
160,240485,0.49990714,0.66460199,0.00000173,0.00000000,0,0,0.133000,HostileBackend(fatigue=0.08)_control,0.850000,-0.000186,-0.000108,0.237792,0.00000000
161,240497,0.49995049,0.66456606,-0.00000129,0.00000000,0,0,0.133800,HostileBackend(fatigue=0.08)_control,0.850000,-0.000099,0.000023,0.237940,0.00000000
162,241745,0.49992060,0.66455677,0.00000537,0.00000000,0,1,0.134600,HostileBackend(fatigue=0.08)_control,0.850000,-0.000159,0.000140,0.237978,0.00000000
163,242654,0.49985916,0.66456617,0.00001271,0.00000000,0,1,0.135400,HostileBackend(fatigue=0.08)_control,0.850000,-0.000282,0.000070,0.237940,0.00000000
