step_id,timestamp_ns,fidelity,entropy,logical_error_rate,injection_magnitude,injection_approved,correction_applied,noise_level,backend,threshold_current,bloch_x,bloch_y,bloch_z,lyapunov_estimate
31,371080,0.78756008,0.51374761,0.00671481,0.08425446,1,0,0.029800,HostileBackend(fatigue=0.08),0.849960,0.575120,-0.000001,0.077478,-0.04574253
32,309269,0.78632850,0.51530272,0.00613805,0.07599620,1,0,0.030600,HostileBackend(fatigue=0.08),0.849960,0.572657,-0.000000,0.078139,-0.05052717
33,270309,0.78511402,0.51682797,0.00553730,0.06797123,1,0,0.031400,HostileBackend(fatigue=0.08),0.849960,0.570228,-0.000002,0.078780,-0.05522499
34,204464,0.78391936,0.51831994,0.00491406,0.06020801,1,0,0.032200,HostileBackend(fatigue=0.08),0.849960,0.567839,0.000004,0.079404,-0.05994314
35,213715,0.78273313,0.51979345,0.00427082,0.05274595,1,0,0.033000,HostileBackend(fatigue=0.08),0.849960,0.565466,0.000006,0.080017,-0.06476816
36,387408,0.78156584,0.52123552,0.00360869,0.04560268,1,0,0.033800,HostileBackend(fatigue=0.08),0.849960,0.563132,0.000012,0.080614,-0.06981518
37,350239,0.78041133,0.52265414,0.00292990,0.03880994,1,0,0.034600,HostileBackend(fatigue=0.08),0.849960,0.560823,0.000017,0.081199,-0.07519606
38,325509,0.77927413,0.52404437,0.00223606,0.03238744,1,0,0.035400,HostileBackend(fatigue=0.08),0.849960,0.558548,0.000013,0.081768,-0.08106882
39,320580,0.77815664,0.52540204,0.00152908,0.02635881,1,0,0.036200,HostileBackend(fatigue=0.08),0.849960,0.556313,0.000017,0.082335,-0.08764246
40,309250,0.77705203,0.52673777,0.00153845,0.02074936,1,0,0.037000,HostileBackend(fatigue=0.08),0.849960,0.554104,0.000006,0.082885,-0.09522469
41,294315,0.77596310,0.52804821,0.00153826,0.01557886,1,0,0.037800,HostileBackend(fatigue=0.08),0.849960,0.551926,0.000009,0.083418,-0.10433784
42,294594,0.77488720,0.52933613,0.00153188,0.01087628,1,0,0.038600,HostileBackend(fatigue=0.08),0.849960,0.549774,0.000007,0.083943,-0.11592841
43,336016,0.77381335,0.53061470,0.00152198,0.00669376,1,0,0.039400,HostileBackend(fatigue=0.08),0.849960,0.547627,0.000002,0.084468,-0.13199275
44,242845,0.77276761,0.53185354,0.00150833,0.00316172,1,0,0.040200,HostileBackend(fatigue=0.08),0.849960,0.545535,-0.000003,0.084976,-0.15774551
45,200113,0.77173191,0.53307366,0.00149325,0.00180742,1,0,0.041000,HostileBackend(fatigue=0.08),0.849960,0.543464,-0.000012,0.085484,-0.17380441
46,200363,0.77070250,0.53428157,0.00147759,0.00383850,1,0,0.041800,HostileBackend(fatigue=0.08),0.849960,0.541405,-0.000011,0.085974,-0.13815102
47,233825,0.76968549,0.53546828,0.00146148,0.00599518,1,0,0.042600,HostileBackend(fatigue=0.08),0.849960,0.539371,-0.000023,0.086463,-0.11652048
48,345889,0.76868106,0.53663560,0.00144510,0.00773474,1,0,0.043400,HostileBackend(fatigue=0.08),0.849960,0.537362,-0.000023,0.086934,-0.10326027
49,245261,0.76769055,0.53778023,0.00142858,0.00899266,1,0,0.044200,HostileBackend(fatigue=0.08),0.849960,0.535381,-0.000018,0.087407,-0.09450348
50,312608,0.76670982,0.53890766,0.00141217,0.00974765,1,0,0.045000,HostileBackend(fatigue=0.08),0.849960,0.533420,-0.000014,0.087877,-0.08866610
51,397749,0.76573432,0.54002371,0.00139681,0.01051249,1,0,0.045800,HostileBackend(fatigue=0.08),0.849960,0.531469,-0.000017,0.088344,-0.08336921
52,341723,0.76477179,0.54112022,0.00138166,0.01128678,1,0,0.046600,HostileBackend(fatigue=0.08),0.849960,0.529544,-0.000013,0.088797,-0.07854304
53,237100,0.76381979,0.54220078,0.00136707,0.01206376,1,0,0.047400,HostileBackend(fatigue=0.08),0.849960,0.527640,-0.000019,0.089233,-0.07414557
54,377059,0.76287621,0.54326476,0.00135242,0.01283653,1,0,0.048200,HostileBackend(fatigue=0.08),0.849960,0.525752,-0.000013,0.089684,-0.07013867
55,271568,0.76194468,0.54431145,0.00133818,0.01360776,1,0,0.049000,HostileBackend(fatigue=0.08),0.849960,0.523889,0.000005,0.090116,-0.06646768
56,234511,0.76102021,0.54534397,0.00132427,0.01437018,1,0,0.049800,HostileBackend(fatigue=0.08),0.849960,0.522040,-0.000009,0.090558,-0.06310706
57,242920,0.76010362,0.54636282,0.00131095,0.01512459,1,0,0.050600,HostileBackend(fatigue=0.08),0.849960,0.520207,-0.000012,0.090998,-0.06001858
58,284408,0.75919652,0.54736931,0.00129827,0.01587424,1,0,0.051400,HostileBackend(fatigue=0.08),0.849960,0.518393,-0.000001,0.091404,-0.05716610
59,324119,0.75830667,0.54834928,0.00128523,0.01662116,1,0,0.052200,HostileBackend(fatigue=0.08),0.849960,0.516613,0.000007,0.091830,-0.05452136
60,271855,0.75742232,0.54931926,0.00127284,0.01735771,1,0,0.053000,HostileBackend(fatigue=0.08),0.849960,0.514845,0.000001,0.092249,-0.05207432
61,300954,0.75654786,0.55027450,0.00126061,0.01808768,1,0,0.053800,HostileBackend(fatigue=0.08),0.849960,0.513096,-0.000004,0.092659,-0.04979947
62,263915,0.75566944,0.55122931,0.00124877,0.01879942,1,0,0.054600,HostileBackend(fatigue=0.08),0.849960,0.511339,-0.000016,0.093075,-0.04769485
63,302695,0.75481639,0.55215416,0.00123704,0.01951987,1,0,0.055400,HostileBackend(fatigue=0.08),0.849960,0.509633,-0.000028,0.093462,-0.04571108
64,276543,0.75395580,0.55308101,0.00122650,0.02021836,1,0,0.056200,HostileBackend(fatigue=0.08),0.849960,0.507912,-0.000010,0.093872,-0.04387315
65,383303,0.75310708,0.55399124,0.00121553,0.02091352,1,0,0.057000,HostileBackend(fatigue=0.08),0.849960,0.506214,0.000008,0.094275,-0.04214697
66,297404,0.75226802,0.55488537,0.00120470,0.02160204,1,0,0.057800,HostileBackend(fatigue=0.08),0.849960,0.504536,-0.000011,0.094690,-0.04052656
67,300983,0.75142621,0.55578003,0.00119490,0.02227680,1,0,0.058600,HostileBackend(fatigue=0.08),0.849960,0.502852,0.000001,0.095092,-0.03900986
68,219875,0.75060061,0.55665287,0.00118490,0.02295216,1,0,0.059400,HostileBackend(fatigue=0.08),0.849960,0.501201,-0.000002,0.095493,-0.03757494
69,286530,0.74978720,0.55750922,0.00117468,0.02362562,1,0,0.060200,HostileBackend(fatigue=0.08),0.849960,0.499574,-0.000003,0.095887,-0.03621791
70,200126,0.74897236,0.55836364,0.00116490,0.02428630,1,0,0.061000,HostileBackend(fatigue=0.08),0.849960,0.497945,-0.000011,0.096280,-0.03494194
71,201151,0.74815409,0.55921877,0.00115624,0.02493400,1,0,0.061800,HostileBackend(fatigue=0.08),0.849960,0.496308,0.000002,0.096667,-0.03374073
72,277701,0.74735594,0.56004855,0.00114686,0.02558689,1,0,0.062600,HostileBackend(fatigue=0.08),0.849960,0.494712,0.000010,0.097052,-0.03259480
73,197963,0.74656704,0.56086430,0.00113739,0.02623514,1,0,0.063400,HostileBackend(fatigue=0.08),0.849960,0.493134,-0.000021,0.097442,-0.03150773
74,236598,0.74575913,0.56169699,0.00113007,0.02685877,1,0,0.064200,HostileBackend(fatigue=0.08),0.849960,0.491518,-0.000022,0.097833,-0.03048921
75,263709,0.74499014,0.56248609,0.00112047,0.02750425,1,0,0.065000,HostileBackend(fatigue=0.08),0.849960,0.489980,-0.000015,0.098207,-0.02950307
76,228235,0.74421854,0.56327829,0.00111158,0.02814047,1,0,0.065800,HostileBackend(fatigue=0.08),0.849960,0.488437,-0.000025,0.098548,-0.02856787
77,199117,0.74344221,0.56407097,0.00110367,0.02876208,1,0,0.066600,HostileBackend(fatigue=0.08),0.849960,0.486884,-0.000017,0.098901,-0.02768336
78,271999,0.74267287,0.56485314,0.00109643,0.02938007,1,0,0.067400,HostileBackend(fatigue=0.08),0.849960,0.485346,0.000033,0.099253,-0.02683953
79,191134,0.74191169,0.56562218,0.00108899,0.02999421,1,0,0.068200,HostileBackend(fatigue=0.08),0.849960,0.483823,0.000045,0.099616,-0.02603398
80,229378,0.74118940,0.56634922,0.00107945,0.03063013,1,0,0.069000,HostileBackend(fatigue=0.08),0.849960,0.482379,0.000043,0.099959,-0.02525042
81,260837,0.74044664,0.56709200,0.00107108,0.03123800,1,0,0.069800,HostileBackend(fatigue=0.08),0.849960,0.480893,0.000054,0.100329,-0.02451433
82,318521,0.73971090,0.56782590,0.00106395,0.03184364,1,0,0.070600,HostileBackend(fatigue=0.08),0.849960,0.479422,0.000030,0.100686,-0.02380922
83,290265,0.73894336,0.56859055,0.00105855,0.03241819,1,0,0.071400,HostileBackend(fatigue=0.08),0.849960,0.477887,0.000065,0.101039,-0.02314745
84,353376,0.73821782,0.56930949,0.00105097,0.03301751,1,0,0.072200,HostileBackend(fatigue=0.08),0.849960,0.476436,0.000049,0.101381,-0.02249955
85,322945,0.73750873,0.57000502,0.00104288,0.03361738,1,0,0.073000,HostileBackend(fatigue=0.08),0.849960,0.475017,0.000054,0.101754,-0.02187640
86,286115,0.73678659,0.57071406,0.00103551,0.03420180,1,0,0.073800,HostileBackend(fatigue=0.08),0.849960,0.473573,0.000060,0.102104,-0.02128381
87,229123,0.73606434,0.57142335,0.00102927,0.03478116,1,0,0.074600,HostileBackend(fatigue=0.08),0.849960,0.472129,0.000034,0.102427,-0.02071542
88,308382,0.73533688,0.57213150,0.00102425,0.03534639,1,0,0.075400,HostileBackend(fatigue=0.08),0.849960,0.470674,0.000016,0.102783,-0.02017372
89,233966,0.73464827,0.57279763,0.00101633,0.03593361,1,0,0.076200,HostileBackend(fatigue=0.08),0.849960,0.469297,-0.000003,0.103134,-0.01964256
90,315828,0.73394685,0.57347255,0.00100907,0.03650248,1,0,0.077000,HostileBackend(fatigue=0.08),0.849960,0.467894,-0.000019,0.103501,-0.01913756
91,261024,0.73325251,0.57414296,0.00100271,0.03707459,1,0,0.077800,HostileBackend(fatigue=0.08),0.849960,0.466505,-0.000007,0.103820,-0.01864898
92,284881,0.73256246,0.57479874,0.00099667,0.03763550,1,0,0.078600,HostileBackend(fatigue=0.08),0.849960,0.465125,-0.000040,0.104208,-0.01818141
93,386635,0.73189677,0.57543529,0.00098754,0.03821454,1,0,0.079400,HostileBackend(fatigue=0.08),0.849960,0.463794,-0.000015,0.104526,-0.01772320
94,315821,0.73123573,0.57606741,0.00098079,0.03879122,1,0,0.080200,HostileBackend(fatigue=0.08),0.849960,0.462471,-0.000015,0.104822,-0.01728129
95,247107,0.73054175,0.57672441,0.00097623,0.03933221,1,0,0.081000,HostileBackend(fatigue=0.08),0.849960,0.461083,0.000020,0.105169,-0.01686621
96,232466,0.72988498,0.57734832,0.00096864,0.03989948,1,0,0.081800,HostileBackend(fatigue=0.08),0.849960,0.459770,-0.000008,0.105457,-0.01645587
97,271012,0.72920874,0.57798221,0.00096293,0.04043940,1,0,0.082600,HostileBackend(fatigue=0.08),0.849960,0.458417,0.000026,0.105808,-0.01606759
98,294505,0.72853071,0.57861675,0.00095792,0.04097368,1,0,0.083400,HostileBackend(fatigue=0.08),0.849960,0.457061,0.000009,0.106148,-0.01569333
99,353798,0.72784684,0.57925457,0.00095608,0.04149896,1,0,0.084200,HostileBackend(fatigue=0.08),0.849960,0.455694,0.000006,0.106488,-0.01533343
100,389479,0.72718898,0.57986886,0.00095090,0.04204133,1,0,0.085000,HostileBackend(fatigue=0.08),0.849960,0.454378,-0.000018,0.106789,-0.01497945
101,307857,0.72654468,0.58046389,0.00094523,0.04258335,1,0,0.085800,HostileBackend(fatigue=0.08),0.849960,0.453089,-0.000015,0.107122,-0.01463637
102,320706,0.72590755,0.58104887,0.00093677,0.04312354,1,0,0.086600,HostileBackend(fatigue=0.08),0.849960,0.451815,-0.000060,0.107462,-0.01430415
103,369534,0.72526595,0.58164199,0.00093161,0.04366006,1,0,0.087400,HostileBackend(fatigue=0.08),0.849960,0.450532,0.000015,0.107751,-0.01398284
104,666465,0.72461545,0.58223751,0.00092825,0.04418025,1,0,0.088200,HostileBackend(fatigue=0.08),0.849960,0.449231,0.000019,0.108075,-0.01367537
105,336780,0.72398618,0.58280650,0.00092242,0.04470717,1,0,0.089000,HostileBackend(fatigue=0.08),0.849960,0.447972,0.000069,0.108432,-0.01337501
106,321353,0.72335844,0.58337752,0.00091646,0.04523481,1,0,0.089800,HostileBackend(fatigue=0.08),0.849960,0.446717,0.000055,0.108740,-0.01308305
107,302825,0.72269996,0.58397685,0.00091235,0.04573690,1,0,0.090600,HostileBackend(fatigue=0.08),0.849960,0.445400,0.000068,0.109043,-0.01280579
108,385897,0.72208142,0.58453516,0.00090810,0.04626128,1,0,0.091400,HostileBackend(fatigue=0.08),0.849960,0.444163,0.000055,0.109349,-0.01253073
109,382784,0.72144927,0.58509687,0.00090392,0.04676446,1,0,0.092200,HostileBackend(fatigue=0.08),0.849960,0.442899,0.000042,0.109719,-0.01226838
110,393709,0.72084292,0.58563720,0.00089836,0.04728661,1,0,0.093000,HostileBackend(fatigue=0.08),0.849960,0.441686,0.000050,0.110045,-0.01200869
111,259542,0.72021758,0.58620220,0.00089449,0.04779840,1,0,0.093800,HostileBackend(fatigue=0.08),0.849960,0.440435,0.000028,0.110298,-0.01175843
112,234593,0.71962143,0.58672905,0.00089022,0.04831778,1,0,0.094600,HostileBackend(fatigue=0.08),0.849960,0.439243,0.000014,0.110624,-0.01151315
113,259735,0.71904394,0.58723752,0.00088492,0.04884346,1,0,0.095400,HostileBackend(fatigue=0.08),0.849960,0.438088,0.000017,0.110940,-0.01127300
114,276035,0.71841779,0.58779467,0.00088079,0.04933556,1,0,0.096200,HostileBackend(fatigue=0.08),0.849960,0.436836,0.000032,0.111217,-0.01104643
115,314759,0.71780760,0.58833125,0.00087818,0.04983205,1,0,0.097000,HostileBackend(fatigue=0.08),0.849960,0.435615,-0.000026,0.111524,-0.01082475
116,469710,0.71721006,0.58885751,0.00087322,0.05033559,1,0,0.097800,HostileBackend(fatigue=0.08),0.849960,0.434420,-0.000050,0.111803,-0.01060726
117,380365,0.71662770,0.58937098,0.00086702,0.05084695,1,0,0.098600,HostileBackend(fatigue=0.08),0.849960,0.433255,-0.000045,0.112056,-0.01039370
118,282964,0.71604357,0.58986647,0.00086051,0.05133576,1,0,0.099400,HostileBackend(fatigue=0.08),0.849960,0.432087,0.000016,0.112456,-0.01019002
119,225838,0.71541113,0.59042206,0.00085942,0.05180483,1,0,0.100200,HostileBackend(fatigue=0.08),0.849960,0.430822,-0.000045,0.112715,-0.00999521
120,244778,0.71482180,0.59092713,0.00085614,0.05229174,1,0,0.101000,HostileBackend(fatigue=0.08),0.849960,0.429644,-0.000003,0.113046,-0.00980171
121,298558,0.71424983,0.59141757,0.00085210,0.05278881,1,0,0.101800,HostileBackend(fatigue=0.08),0.849960,0.428500,-0.000044,0.113350,-0.00961099
122,286821,0.71365024,0.59193338,0.00084976,0.05326503,1,0,0.102600,HostileBackend(fatigue=0.08),0.849960,0.427300,0.000016,0.113641,-0.00942872
123,375807,0.71308443,0.59241842,0.00084428,0.05376241,1,0,0.103400,HostileBackend(fatigue=0.08),0.849960,0.426169,0.000047,0.113915,-0.00924694
124,331523,0.71253421,0.59288287,0.00083918,0.05426219,1,0,0.104200,HostileBackend(fatigue=0.08),0.849960,0.425068,0.000033,0.114228,-0.00906905
125,241715,0.71195067,0.59338312,0.00083664,0.05474122,1,0,0.105000,HostileBackend(fatigue=0.08),0.849960,0.423901,0.000032,0.114484,-0.00889898
126,305086,0.71137242,0.59387664,0.00083148,0.05522103,1,0,0.105800,HostileBackend(fatigue=0.08),0.849960,0.422745,0.000039,0.114741,-0.00873269
127,323054,0.71081622,0.59434673,0.00082758,0.05570931,1,0,0.106600,HostileBackend(fatigue=0.08),0.849960,0.421632,0.000029,0.115013,-0.00856880
128,296817,0.71024696,0.59483098,0.00082365,0.05618792,1,0,0.107400,HostileBackend(fatigue=0.08),0.849960,0.420494,0.000024,0.115254,-0.00841025
129,230232,0.70971210,0.59527606,0.00081905,0.05667768,1,0,0.108200,HostileBackend(fatigue=0.08),0.849960,0.419424,0.000056,0.115547,-0.00825348
130,333835,0.70919381,0.59570674,0.00081182,0.05717459,1,0,0.109000,HostileBackend(fatigue=0.08),0.849960,0.418388,0.000048,0.115825,-0.00809909
131,257002,0.70862107,0.59618278,0.00081076,0.05763109,1,0,0.109800,HostileBackend(fatigue=0.08),0.849960,0.417242,-0.000083,0.116119,-0.00795448
132,234376,0.70807231,0.59663556,0.00080928,0.05810010,1,0,0.110600,HostileBackend(fatigue=0.08),0.849960,0.416145,-0.000114,0.116415,-0.00781109
133,209867,0.70750493,0.59710664,0.00080562,0.05855715,1,0,0.111400,HostileBackend(fatigue=0.08),0.849960,0.415010,-0.000081,0.116684,-0.00767262
134,228634,0.70692940,0.59758080,0.00080372,0.05900423,1,0,0.112200,HostileBackend(fatigue=0.08),0.849960,0.413859,-0.000161,0.116973,-0.00753860
135,198163,0.70641731,0.59799576,0.00079803,0.05948699,1,0,0.113000,HostileBackend(fatigue=0.08),0.849960,0.412835,-0.000140,0.117274,-0.00740219
136,266376,0.70586878,0.59844013,0.00079616,0.05994199,1,0,0.113800,HostileBackend(fatigue=0.08),0.849960,0.411738,-0.000120,0.117586,-0.00727269
137,194149,0.70535219,0.59885864,0.00079178,0.06041544,1,0,0.114600,HostileBackend(fatigue=0.08),0.849960,0.410704,-0.000081,0.117869,-0.00714329
138,221053,0.70482285,0.59928724,0.00078478,0.06087752,1,0,0.115400,HostileBackend(fatigue=0.08),0.849960,0.409646,-0.000032,0.118149,-0.00701818
139,248533,0.70429622,0.59971654,0.00078075,0.06134078,1,0,0.116200,HostileBackend(fatigue=0.08),0.849960,0.408592,0.000003,0.118394,-0.00689550
140,295650,0.70374976,0.60015296,0.00077947,0.06178179,1,0,0.117000,HostileBackend(fatigue=0.08),0.849960,0.407500,0.000072,0.118708,-0.00677834
141,251142,0.70318250,0.60061020,0.00077771,0.06221147,1,0,0.117800,HostileBackend(fatigue=0.08),0.849960,0.406365,-0.000006,0.118988,-0.00666504
142,229792,0.70268988,0.60100230,0.00077285,0.06268621,1,0,0.118600,HostileBackend(fatigue=0.08),0.849960,0.405380,0.000007,0.119260,-0.00654810
143,217439,0.70220503,0.60138423,0.00076855,0.06316043,1,0,0.119400,HostileBackend(fatigue=0.08),0.849960,0.404410,-0.000026,0.119549,-0.00643359
144,301426,0.70167600,0.60180459,0.00076510,0.06360410,1,0,0.120200,HostileBackend(fatigue=0.08),0.849960,0.403352,-0.000158,0.119826,-0.00632525
145,250680,0.70116430,0.60220664,0.00076073,0.06405334,1,0,0.121000,HostileBackend(fatigue=0.08),0.849960,0.402329,0.000018,0.120119,-0.00621835
146,229649,0.70063241,0.60262004,0.00075950,0.06448396,1,0,0.121800,HostileBackend(fatigue=0.08),0.849960,0.401265,0.000045,0.120448,-0.00611582
147,214277,0.70013680,0.60301765,0.00075458,0.06494838,1,0,0.122600,HostileBackend(fatigue=0.08),0.849960,0.400274,-0.000033,0.120647,-0.00601115
148,293734,0.69958593,0.60345469,0.00075636,0.06537108,1,0,0.123400,HostileBackend(fatigue=0.08),0.849960,0.399172,0.000043,0.120896,-0.00591351
149,251042,0.69913675,0.60381394,0.00075171,0.06585866,1,0,0.124200,HostileBackend(fatigue=0.08),0.849960,0.398273,0.000121,0.121068,-0.00581006
150,322580,0.69862411,0.60421448,0.00074779,0.06629335,1,0,0.125000,HostileBackend(fatigue=0.08),0.849960,0.397248,0.000077,0.121328,-0.00571477
151,251930,0.69811793,0.60458981,0.00074517,0.06671479,1,0,0.125800,HostileBackend(fatigue=0.08),0.849960,0.396236,-0.000027,0.121731,-0.00562277
152,359628,0.69754136,0.60505764,0.00074646,0.06712053,1,0,0.126600,HostileBackend(fatigue=0.08),0.849960,0.395083,-0.000053,0.121866,-0.00553424
153,275325,0.69711754,0.60537663,0.00073562,0.06760011,1,0,0.127400,HostileBackend(fatigue=0.08),0.849960,0.394235,-0.000079,0.122150,-0.00543910
154,386340,0.69663551,0.60574309,0.00073389,0.06804047,1,0,0.128200,HostileBackend(fatigue=0.08),0.849960,0.393271,-0.000049,0.122435,-0.00535005
155,250631,0.69613003,0.60611855,0.00073120,0.06845606,1,0,0.129000,HostileBackend(fatigue=0.08),0.849960,0.392260,-0.000051,0.122793,-0.00526531
156,309415,0.69560213,0.60653501,0.00073260,0.06887573,1,0,0.129800,HostileBackend(fatigue=0.08),0.849960,0.391204,-0.000076,0.122970,-0.00518166
157,253114,0.69515664,0.60686188,0.00072680,0.06932579,1,0,0.130600,HostileBackend(fatigue=0.08),0.849960,0.390313,-0.000019,0.123298,-0.00509629
158,255559,0.69462507,0.60727235,0.00072773,0.06973286,1,0,0.131400,HostileBackend(fatigue=0.08),0.849960,0.389250,0.000029,0.123524,-0.00501694
159,381980,0.69414684,0.60763437,0.00072312,0.07016829,1,0,0.132200,HostileBackend(fatigue=0.08),0.849960,0.388294,-0.000037,0.123774,-0.00493606
160,274105,0.69355867,0.60808222,0.00072530,0.07053753,1,0,0.133000,HostileBackend(fatigue=0.08),0.849960,0.387117,-0.000093,0.124050,-0.00486332
161,272618,0.69315842,0.60836446,0.00071879,0.07100684,1,0,0.133800,HostileBackend(fatigue=0.08),0.849960,0.386317,0.000048,0.124401,-0.00478180
162,255691,0.69267965,0.60872780,0.00071883,0.07143995,1,0,0.134600,HostileBackend(fatigue=0.08),0.849960,0.385359,0.000153,0.124617,-0.00470530
163,272459,0.69213295,0.60915172,0.00072072,0.07183624,1,0,0.135400,HostileBackend(fatigue=0.08),0.849960,0.384266,0.000058,0.124786,-0.00463371
164,276571,0.69173371,0.60945832,0.00071269,0.07231751,1,0,0.136200,HostileBackend(fatigue=0.08),0.849960,0.383467,-0.000050,0.124925,-0.00455516
165,281178,0.69128153,0.60977768,0.00070717,0.07274045,1,0,0.137000,HostileBackend(fatigue=0.08),0.849960,0.382563,-0.000063,0.125286,-0.00448353
166,256882,0.69079386,0.61012884,0.00070707,0.07314339,1,0,0.137800,HostileBackend(fatigue=0.08),0.849960,0.381588,-0.000033,0.125616,-0.00441498
167,295925,0.69041313,0.61039891,0.00069466,0.07361051,1,0,0.138600,HostileBackend(fatigue=0.08),0.849960,0.380826,-0.000020,0.125897,-0.00434164
168,261194,0.68997741,0.61071700,0.00069408,0.07404428,1,0,0.139400,HostileBackend(fatigue=0.08),0.849960,0.379955,-0.000019,0.126145,-0.00427261
